businessId,businessName,food,good,place,like,great,go,back,really,us,little,nice,also,always,well,lunch,best,try,love,delicious,eat,friendly,made,come,fresh,way,rice,make,bit,staff,ever,definitely,tasty,sure,since,thing,amazing,favorite,special,tried,taste,find,flavor,price,excellent,places,prices,everything,every,lot,new,looking,top,friend,recommend,awesome,quality,large,quite,husband,found,perfect,enjoy,ill,super,coming,disappointed,wonderful,clean,close,fantastic,high,fan,end,yummy,week,quick,real,reason,portion,soon,flavorful,st,regular,often,choice,ice,reasonable,size,offer,valley,w,highly,az,mall,add,ra,usual,generous,thin,de,c,com,businessRating
7Yr8FRINq9ZDdR30OLtEHg,Good China Restaurant,13,22,13,2,8,29,3,4,21,4,2,3,2,5,5,3,4,4,0,13,2,2,3,4,4,7,2,1,2,8,0,1,0,2,11,1,2,2,1,2,3,6,3,1,1,1,4,4,0,0,3,1,4,1,2,2,0,0,0,2,0,0,6,0,0,1,0,1,2,0,0,0,5,0,0,0,4,3,3,0,0,31,0,1,0,15,2,0,0,1,97,0,2,0,1,20,4,0,12,15,122,4,High
Y_Y91oeUrIwYa18F8ey5NQ,Culver's,56,69,46,49,23,134,19,28,204,11,16,15,12,11,4,19,22,23,15,54,15,8,12,12,29,6,8,13,5,45,11,12,3,6,35,9,8,10,5,24,7,16,6,2,11,3,4,14,12,4,1,16,19,2,7,5,3,3,3,7,5,3,61,7,3,6,1,8,6,1,8,7,34,2,3,2,30,6,0,1,0,396,0,3,5,73,1,1,6,5,688,1,19,3,5,73,4,1,50,176,1123,41,High
znBnrQNq1FdUt5aIGAbyuQ,Jason's Deli,18,25,26,26,8,54,11,8,55,8,8,9,7,12,18,5,10,10,1,34,6,7,4,10,13,6,6,8,9,26,3,5,5,1,19,0,3,4,2,4,3,4,6,2,3,1,6,10,7,4,2,5,14,2,0,2,2,2,2,0,0,2,14,0,3,3,0,7,3,1,3,4,19,1,3,3,12,1,3,3,1,118,1,2,1,33,1,6,2,0,376,0,0,4,3,44,5,0,21,108,473,16,High
he_b4txorHTrKjH5DnnmdQ,Tortas El Gﾒ_ero,3,12,13,7,1,21,4,4,18,2,4,3,0,5,0,4,1,2,3,11,3,1,0,3,0,2,1,2,0,7,1,0,0,2,5,0,0,0,5,3,0,2,2,1,1,1,1,1,1,2,4,1,6,0,2,0,0,0,0,0,0,0,10,2,0,2,0,1,1,0,1,1,8,1,0,0,4,0,0,1,0,36,1,0,1,11,0,1,0,0,118,0,3,1,1,8,1,0,7,21,146,1,High
LGLOtR2e-v74MpB51k8hxQ,Lim's Chinese Buffet,20,19,21,15,5,44,6,4,48,6,4,4,5,7,4,6,1,4,3,32,4,5,1,1,10,11,4,1,4,18,1,3,2,1,19,1,2,3,1,6,2,2,5,4,4,1,5,7,1,2,4,0,5,2,1,0,2,1,2,2,1,2,14,4,2,1,1,3,1,0,2,1,11,0,4,2,7,4,0,0,0,102,1,1,5,28,0,4,1,1,215,1,1,5,4,23,3,0,25,46,341,8,High
3qx7XDbxPBPXX53u9qdG_w,Subway,1,2,0,1,1,8,4,0,3,0,1,0,2,1,1,0,0,0,0,4,0,0,0,1,11,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,2,0,1,2,1,0,0,0,0,16,1,0,1,3,0,0,1,0,57,0,0,1,0,4,0,0,1,10,38,1,High
S3ccQHpkBQTBBfRB-Q4adg,Jimmy John's,9,14,16,17,18,30,6,4,51,6,1,3,2,2,8,3,3,4,2,35,0,4,5,8,23,6,12,1,0,16,2,2,7,1,10,0,1,0,0,6,1,2,6,1,2,1,2,3,1,0,0,0,0,0,0,3,1,0,0,2,0,2,17,3,3,0,0,1,1,0,1,2,4,0,2,4,8,0,0,2,0,108,0,1,1,19,0,1,0,2,290,0,0,2,4,27,6,1,15,65,357,15,High
giZS_d2r7hMyYXCjCpkZTg,Mission Grille,12,8,3,1,7,13,1,1,19,1,2,3,3,1,6,2,3,2,1,15,3,0,1,2,3,4,2,2,3,5,0,1,0,1,3,1,0,0,0,3,1,0,3,0,0,0,0,1,6,0,0,1,4,1,2,1,1,0,0,0,3,1,9,0,0,1,0,0,0,0,2,1,5,0,1,0,1,2,0,0,0,38,0,0,2,11,1,1,0,0,133,1,1,1,2,16,1,0,5,21,112,7,High
yzZxyhouOdM4NwYLEMgaWw,America's Taco Shop,56,39,31,21,26,72,13,21,68,11,10,13,3,8,6,14,20,9,9,53,7,6,8,13,14,11,7,5,4,29,7,8,7,5,32,4,2,1,3,10,6,15,10,2,1,4,5,11,6,6,4,7,11,5,8,1,4,6,2,3,6,4,53,7,3,4,1,5,4,2,3,4,23,2,4,4,30,0,4,1,3,191,5,3,1,34,0,5,2,1,443,2,8,6,4,63,3,1,47,101,695,34,High
qiwajZigq_2twTmYofPmDQ,Eddie V's Prime Seafood,15,20,16,16,21,51,16,10,73,6,11,14,5,7,0,4,4,5,3,36,2,1,2,4,8,12,3,8,1,26,1,2,7,4,11,1,7,9,4,5,1,5,10,7,1,2,2,7,4,4,1,6,8,2,4,1,1,5,6,2,4,7,26,0,2,2,2,2,0,2,4,2,17,1,3,3,11,1,4,2,2,172,3,0,0,43,1,1,5,0,501,2,6,7,11,63,1,0,18,93,509,17,High
IoHpWh3_DNnjHyx6uX1lEA,Honmachi Grill,7,3,12,4,5,12,2,1,26,4,1,2,1,3,1,1,6,3,1,9,3,0,2,1,2,3,1,3,2,6,0,4,0,1,2,1,2,0,2,0,1,1,2,4,2,1,0,2,2,0,0,0,4,1,3,2,0,0,1,0,1,0,7,1,0,0,0,2,2,0,3,0,9,0,2,0,2,2,0,0,1,27,1,0,0,11,0,0,0,1,95,2,3,1,1,9,0,0,4,18,117,7,High
2oYhEHgSDLqYXYlAqnChuw,Caminero Mexican Restaurant,19,17,18,9,14,26,5,4,25,5,4,3,2,3,2,6,4,9,2,24,5,2,4,1,6,10,3,1,2,6,1,2,0,0,2,2,4,2,0,4,1,2,6,1,3,1,0,2,1,2,2,5,7,4,4,2,0,1,0,1,3,0,10,1,1,2,0,3,1,1,1,2,14,1,1,2,6,2,1,2,0,75,1,0,1,20,0,2,1,2,138,0,2,3,0,16,1,0,3,19,240,11,High
S0wvx9r-Pt3hTXLynP7qzg,Federico's Mexican Food,8,9,3,5,2,19,2,4,10,1,0,1,1,1,3,4,0,1,2,7,0,1,0,1,2,3,1,1,0,8,1,2,1,2,2,0,0,1,1,0,1,1,2,0,1,2,2,3,1,2,0,1,0,1,0,1,0,0,1,0,1,1,6,0,0,0,1,1,2,0,2,1,1,0,1,4,4,0,0,1,0,30,0,0,0,5,0,0,0,0,101,1,0,2,0,3,0,0,5,32,113,1,High
AArmZc2tKoykigR6qncLZA,Little Caesars,2,1,5,0,0,6,1,0,11,1,6,3,3,0,0,1,1,2,0,1,0,1,0,1,5,2,2,0,1,3,0,0,1,1,3,0,1,1,0,1,0,0,2,0,0,1,0,1,0,0,0,3,0,0,0,1,0,0,0,1,0,1,3,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,17,0,0,0,11,0,0,0,0,31,0,1,0,1,3,0,0,5,6,55,0,High
Dt8RITU4OmTbRaKKlZm_Pg,Sunshine and Spice,7,9,2,4,2,19,2,2,19,0,1,2,1,3,1,1,5,2,1,7,2,4,2,1,4,7,4,2,1,6,0,3,2,1,5,0,0,0,1,2,0,2,3,0,0,1,0,2,0,1,0,1,2,0,2,0,0,1,0,1,0,1,9,0,0,0,0,0,0,0,1,1,4,0,0,1,2,2,0,0,0,35,0,0,2,15,2,1,0,0,144,0,0,0,2,27,1,0,6,32,142,2,High
Hgbxen9iKGL4AH6kKgC8YQ,Cartel Coffee Lab,13,70,112,85,77,162,31,35,289,32,40,39,21,24,12,24,24,54,30,117,30,20,24,16,52,11,39,32,28,83,20,7,12,15,45,19,8,8,15,25,16,16,11,9,3,3,8,25,15,13,8,30,42,7,15,8,5,6,1,7,15,25,59,15,4,1,5,1,3,2,6,20,86,3,6,8,38,5,1,6,1,565,4,3,3,124,0,6,8,4,1308,0,30,20,14,123,10,0,67,281,2123,73,High
SbieCdRBz33V_Hl0sU8HFg,Filiberto's Mexican Rest,3,4,2,1,0,5,0,0,6,0,0,0,0,1,0,0,0,1,1,2,1,0,0,0,0,2,0,0,0,6,1,0,0,0,3,1,0,0,1,0,1,0,0,0,0,0,2,2,1,0,0,0,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,7,0,0,0,4,0,0,0,0,18,0,1,0,1,3,1,0,3,5,33,0,High
PJEJS5rNMRrIBVQDuU9qoA,Little Chicago Pizza,17,44,69,36,26,186,11,29,194,57,12,18,19,27,8,23,25,23,12,57,14,7,5,6,41,16,16,9,10,38,9,10,14,14,23,5,11,8,10,13,1,7,16,7,12,6,5,10,4,9,7,15,22,9,8,6,9,7,2,12,10,7,36,2,3,3,0,0,10,5,3,11,35,2,3,5,39,6,0,1,1,337,1,3,2,61,3,3,9,1,702,3,8,12,4,59,4,2,79,228,1046,33,High
s8cHXeSlX_aPI2x49UkCCg,Sﾒ_ Seﾒﾱor Restaurant,183,120,91,69,43,223,40,36,211,20,25,28,28,25,14,36,26,57,20,103,11,21,30,11,54,56,17,16,9,85,15,7,13,17,59,17,28,13,16,22,8,24,25,15,8,10,10,32,14,73,5,20,25,9,11,6,4,9,8,8,11,12,150,5,7,7,5,8,9,8,7,15,64,9,9,5,41,8,10,1,3,476,5,8,10,157,4,7,4,14,1296,2,31,5,14,180,19,3,75,219,2022,114,High
-3WVw1TNQbPBzaKCaQQ1AQ,China Chili,209,162,144,113,77,331,63,54,397,32,26,31,47,29,101,50,49,50,39,171,11,17,29,12,91,86,36,28,18,115,23,15,25,20,88,17,46,50,19,39,18,24,35,10,24,20,11,33,30,19,10,15,46,21,13,14,38,25,11,12,18,21,130,8,9,10,4,11,21,9,21,24,101,10,15,30,68,15,26,7,5,808,3,8,11,233,7,7,13,7,2035,11,28,9,9,398,19,3,125,464,3252,110,High
TYxwexE7GDYDpIcdltwj6w,Panda Express,1,0,0,1,1,0,0,0,3,1,2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,8,0,0,0,4,0,0,0,0,7,0,0,0,0,2,0,0,0,1,16,0,High
EHi-lebXGWjSktl4WvSoow,Lon's At the Hermosa,174,109,117,90,116,254,56,73,519,23,61,47,19,42,15,39,41,56,40,271,14,39,27,20,67,42,35,38,32,138,16,8,24,28,103,39,19,61,16,41,11,30,42,23,11,12,19,50,13,24,10,31,54,29,16,15,16,11,17,17,67,46,113,14,10,17,27,1,5,15,33,25,168,3,23,6,77,11,23,9,8,989,11,2,17,241,4,7,13,10,3112,14,51,25,12,377,10,6,139,638,3148,147,High
4MB98W98rKBU0X26pTbw0w,Bootleggers,7,18,11,18,9,32,11,10,48,4,7,6,1,5,2,7,14,9,2,20,4,9,6,3,4,0,2,3,2,11,9,4,4,4,11,12,3,0,5,15,0,10,0,5,0,0,3,4,1,0,1,4,16,7,5,1,1,0,2,0,4,3,14,3,3,2,1,0,0,1,2,2,28,1,2,1,11,1,1,3,1,102,0,0,0,15,0,1,2,0,352,0,14,0,4,26,1,0,14,71,350,20,High
LVngid2NNh2s5cAjuOw6tw,Porkopolis,54,105,59,55,43,190,50,38,203,28,27,25,9,20,11,32,40,35,24,159,14,21,14,10,33,24,6,18,7,67,16,10,11,16,59,15,11,10,19,30,5,37,18,9,2,5,9,17,11,7,4,18,29,12,5,4,6,7,18,4,21,14,48,5,4,8,8,6,6,12,12,20,92,6,8,6,46,5,11,3,7,406,5,4,5,111,2,3,5,2,1437,3,19,10,9,103,6,0,81,307,1443,58,High
s5roBvbA79SQaO4FHkJgGw,My Mother's Restaurant,53,48,67,50,25,103,17,23,134,18,18,15,13,16,12,15,22,19,14,89,9,26,15,19,30,12,25,7,10,52,8,9,8,5,41,9,4,7,3,16,3,9,10,8,7,2,10,23,10,4,5,11,19,8,5,2,3,4,2,1,6,5,37,3,5,1,1,5,4,5,4,12,41,9,3,2,28,9,8,2,1,305,1,0,6,80,4,4,6,4,708,3,10,8,4,128,7,3,50,188,940,44,High
podj1OWSL3oEJsOpGj8SUw,Pino's Pizza Al Centro,54,79,92,66,61,148,32,32,254,13,29,24,33,16,36,43,37,52,17,112,19,20,27,32,47,9,27,14,17,71,11,6,13,11,53,21,10,28,6,18,13,18,9,12,13,7,13,27,23,30,5,35,30,8,15,11,13,2,2,13,15,8,62,10,9,6,6,8,9,6,12,17,46,4,12,8,39,9,5,6,4,475,2,2,4,120,3,5,11,5,1080,5,31,17,9,109,10,1,78,211,1376,69,High
rgeyIXOiEGabJwtGCVp0Ow,Rubio's Fresh Mexican Grill,11,10,4,2,7,16,3,2,17,1,2,1,3,0,3,2,2,5,2,9,2,1,2,4,4,4,1,0,3,10,0,2,0,0,7,3,3,0,1,0,0,0,1,1,0,1,6,7,1,1,1,2,4,0,2,0,0,0,1,0,1,0,5,0,0,0,0,1,0,0,0,0,5,0,0,1,3,1,0,0,0,33,1,0,2,13,1,0,1,0,56,0,4,1,2,6,2,0,9,8,99,3,High
AW1uq13zFslTBoD6vL99Bw,El Rico's Dos Mexican Food,38,35,23,19,35,59,12,20,81,3,8,9,2,5,6,10,9,13,8,56,9,7,7,8,6,17,8,4,5,33,5,3,5,5,22,7,4,3,5,6,4,17,7,2,2,1,9,17,5,5,0,7,15,7,8,5,5,5,3,9,12,4,24,1,3,3,6,3,8,5,5,7,29,2,5,1,23,2,3,2,7,177,1,2,0,51,0,1,2,1,428,3,7,4,5,60,2,1,29,124,635,29,High
QhZgTuDoGMXyLu2WzrPoyw,Village Inn,3,2,12,9,5,17,1,2,22,2,2,5,9,2,2,1,1,2,3,10,2,4,0,1,12,0,2,0,2,4,0,0,1,0,8,1,1,1,0,0,1,0,0,0,1,0,0,0,0,3,1,0,7,1,4,0,1,0,2,0,0,0,18,0,1,0,0,4,1,0,1,2,14,0,3,2,3,1,1,0,0,49,0,0,2,11,0,1,0,0,154,0,1,1,0,6,0,0,9,28,116,3,High
dPP8HsGEH3A-7F75zHPwUg,Roy's Scottsdale,2,4,3,3,1,8,2,9,26,3,1,1,2,3,0,1,0,1,3,4,1,4,0,0,4,1,2,1,3,5,0,0,1,0,7,0,1,1,1,1,1,1,0,3,1,0,1,1,0,0,1,1,5,0,2,0,0,0,0,0,0,3,5,1,0,0,0,0,0,0,0,0,9,0,0,0,9,0,3,0,0,50,0,0,2,15,0,0,1,0,122,0,4,0,0,19,0,0,11,38,142,6,High
Pfb6VOIiroqDWOebfgWGPQ,Phoenix City Grille,141,176,133,101,126,319,84,75,412,43,75,45,64,51,31,33,47,71,55,236,23,31,41,28,105,37,35,35,22,148,32,21,13,19,112,35,26,61,21,28,12,36,36,29,10,14,19,67,21,20,17,42,72,28,17,11,16,12,14,9,36,30,186,11,18,11,12,4,18,14,27,29,193,11,15,9,86,18,16,15,10,860,14,5,8,257,8,8,14,2,2529,9,51,46,18,300,16,6,147,583,3076,160,High
2E3RwtfFDrxk5qEezocP4A,LongHorn Steakhouse,23,34,15,15,18,68,15,13,81,5,11,11,6,11,6,4,8,8,3,43,7,9,9,2,20,8,5,3,2,36,3,2,8,9,15,2,1,3,9,6,0,5,8,4,2,1,4,12,1,4,3,6,14,3,6,5,2,2,1,0,5,6,29,0,3,4,3,1,1,0,1,0,27,0,2,3,19,2,2,0,0,194,1,0,2,48,1,1,5,1,518,1,2,5,4,70,1,0,23,98,482,22,High
ihMUU9D2mcgrp7fi8lmqJg,Chick-fil-A,33,16,8,7,12,30,1,4,15,5,1,4,10,2,2,7,2,17,0,23,11,1,4,7,15,3,6,2,6,15,1,1,5,5,4,0,1,1,1,2,1,0,3,1,3,0,1,6,1,1,0,1,14,1,2,0,1,0,0,0,0,2,10,3,1,0,0,5,5,0,1,0,19,0,1,3,8,0,1,0,0,90,0,1,1,16,0,0,1,2,154,0,2,2,5,25,1,1,7,23,324,9,High
7tTK3VPlFtBGBHm8-LZIUg,Timo Wine Bar,101,102,126,77,118,240,84,50,387,42,47,47,9,39,25,24,50,64,35,185,16,28,28,19,48,18,23,22,25,83,17,10,25,12,60,27,7,27,15,13,11,23,18,15,8,4,13,29,17,16,18,29,60,15,25,3,16,10,11,11,41,35,88,8,16,9,11,5,15,9,12,18,113,4,18,7,55,8,4,3,6,557,7,2,2,149,1,3,8,1,2086,11,38,21,17,203,10,0,88,437,2196,108,High
sWCH3c8XxBrF7aODVgQeQw,Papa Joe's Fish-N-Que,63,59,45,35,25,110,28,11,140,14,20,16,14,21,8,17,26,30,18,51,17,8,17,12,28,15,13,8,3,42,15,5,6,5,32,3,7,11,11,15,7,6,15,6,4,5,8,17,14,5,3,11,20,9,6,5,2,1,2,9,16,6,42,5,9,4,12,8,2,4,6,7,37,7,3,0,15,8,6,2,0,228,5,2,5,64,4,4,4,2,747,4,4,12,8,75,2,2,38,192,959,64,High
zUGy_9UtKDfjotmWpCu_Sg,Pei Wei - Asian Inspired. Freshly Made.,22,13,7,8,11,28,7,3,33,3,2,4,11,0,4,0,2,4,1,22,4,1,2,1,13,11,3,3,3,10,0,1,0,1,5,0,4,1,4,1,3,2,4,1,0,1,1,5,0,2,0,3,5,1,1,1,0,1,2,1,1,4,8,0,1,1,0,4,1,0,0,0,9,1,4,1,4,1,1,0,1,57,0,1,2,25,1,1,3,1,187,0,1,2,4,27,5,0,6,30,256,8,High
L9__p8Z6bpewbJdY9tCkuw,Subway,5,3,1,3,2,13,4,1,8,2,1,0,4,1,2,0,0,0,0,6,0,0,0,4,18,0,1,1,0,2,0,0,1,0,2,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,1,0,0,0,0,2,0,0,0,2,0,0,0,0,21,0,1,2,4,0,0,0,0,75,0,0,1,0,2,1,0,2,3,70,1,High
JjNzg4kWtynK-brdgKh-9A,Olive's Pizzeria & Restaurant,3,3,1,0,1,6,0,0,5,0,0,0,0,1,1,0,1,1,0,2,0,1,1,0,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,2,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,14,0,0,0,1,1,0,0,0,30,1,0,0,0,4,0,0,0,4,28,3,High
uYj2NO1HZRNiD-de_pSdJA,Amano Pizza Bistro,51,60,65,54,52,149,20,16,247,29,28,18,28,19,0,12,37,32,15,92,15,19,15,30,44,15,16,16,20,67,10,1,6,6,38,14,8,40,9,14,9,16,13,6,8,2,9,30,8,8,4,22,31,10,4,5,1,5,11,6,12,10,47,6,2,9,9,3,7,5,3,9,55,2,7,4,19,5,5,6,3,417,5,5,11,83,1,4,5,1,1026,1,17,17,5,142,5,1,55,210,1151,46,High
d52zg-S0o940WUCK-nNiKw,Carolina's Mexican Food,375,199,268,126,101,464,80,46,499,54,21,44,48,39,82,125,64,84,52,293,9,65,57,36,124,71,87,46,11,200,24,13,47,23,145,35,38,34,19,24,39,31,37,16,22,20,17,68,35,22,26,38,46,20,31,11,6,22,7,13,22,24,442,12,17,15,6,21,28,5,16,19,115,12,24,22,74,15,4,7,11,1106,7,5,11,175,1,16,3,17,2549,6,62,27,26,330,30,3,198,621,4121,150,High
NYIyTj2AZJpAo7XIM-Z7lw,Valle Luna Mexican Restaurant,138,102,68,52,56,214,40,43,195,18,37,22,30,10,16,27,16,45,11,116,7,13,40,7,48,38,22,7,9,90,11,7,12,15,62,14,11,22,9,27,6,12,18,9,6,5,15,38,17,6,10,10,38,11,19,3,10,1,5,3,6,14,64,5,3,8,5,5,7,4,7,7,71,3,9,7,49,12,4,3,3,385,3,3,7,153,3,3,6,4,1285,2,20,7,6,139,12,0,82,275,1475,86,High
te-5x-HhFgSWwBkGSG33Kg,Backyard Taco,79,67,81,43,53,127,63,35,98,13,24,17,10,10,3,20,16,32,21,120,15,8,9,16,22,28,10,9,12,39,11,10,9,3,28,14,9,4,4,10,11,19,23,4,5,9,9,20,13,5,4,6,24,8,8,8,5,6,4,4,3,9,89,4,4,3,5,27,8,3,6,6,42,3,4,11,43,4,6,7,1,261,2,4,5,95,1,4,13,4,602,3,31,21,9,88,2,0,34,153,1142,28,High
FltN1Hnw4n7BORXJH1kaeg,Mediterranean House,5,9,8,9,4,24,2,3,38,3,2,4,4,3,1,2,8,2,2,10,1,2,0,2,8,2,4,1,0,3,0,1,1,1,3,0,3,3,2,6,1,6,0,4,0,0,0,0,3,0,0,0,9,2,0,1,0,0,0,0,2,2,11,1,0,0,1,0,1,0,0,1,13,0,0,0,4,1,0,1,0,65,1,3,1,15,0,0,0,0,117,0,1,4,0,22,2,0,4,26,204,7,High
oU968d4WjL0dgk_8qq5BXw,Carl's Jr.,5,2,0,1,2,12,5,5,10,1,0,2,0,2,2,0,2,0,0,10,0,2,1,0,1,0,0,1,3,2,1,0,1,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,1,0,1,0,2,1,0,1,0,0,2,0,2,0,0,3,1,0,0,0,1,0,1,1,8,0,0,0,0,34,1,0,0,1,0,0,0,0,70,0,0,0,0,6,0,0,5,19,86,7,High
EN5U0iGVbZINmi5b3is5gw,Fuego Del Mar,9,11,5,3,6,28,3,3,22,3,2,8,0,1,4,2,0,2,1,13,0,0,0,2,1,1,2,2,2,2,3,1,0,1,3,2,0,2,2,1,1,6,1,2,0,1,1,1,1,0,0,0,1,3,0,0,1,1,1,0,3,0,5,0,0,0,0,0,0,1,0,1,5,0,0,0,3,1,0,0,1,36,2,0,0,11,1,0,0,0,130,0,2,7,0,10,0,1,3,19,142,7,High
OIBrslaVxFxaaGUsYFUujg,Olive Garden Italian Restaurant,35,33,13,24,16,67,12,5,111,14,6,10,13,6,21,1,3,11,5,45,5,6,10,3,24,3,8,6,2,32,1,3,9,11,28,1,3,12,6,7,3,2,3,3,0,0,6,15,0,11,0,10,7,4,0,1,1,2,1,2,3,7,45,0,3,0,2,1,1,2,2,9,24,2,4,2,6,1,1,1,0,240,2,1,4,52,0,3,2,0,647,1,3,5,4,62,4,0,33,143,645,35,High
DerMAlq9JZbqMuD0ZwbaSg,Rainbow Donuts Cafe and Deli,2,6,5,8,8,12,0,1,13,0,1,1,3,4,1,6,3,6,2,10,2,1,3,8,4,2,2,0,3,4,0,3,0,2,4,4,3,0,1,1,2,3,2,0,0,2,0,4,0,0,0,4,2,3,0,0,1,0,2,1,3,0,8,3,0,0,0,0,5,0,3,1,5,0,1,0,1,1,0,0,0,45,1,0,0,10,1,0,1,3,84,3,7,1,5,12,1,0,5,17,111,8,High
NlH2I30NNDocEC-j62MxIQ,Bruno's Pizza,6,16,5,8,4,30,6,3,31,0,3,4,2,5,3,5,2,5,0,8,8,1,3,0,3,2,3,0,4,9,2,0,2,1,6,1,0,2,2,2,1,1,2,0,0,2,0,4,0,2,0,4,9,0,1,1,4,1,0,1,0,1,4,0,1,1,0,2,1,0,0,1,11,0,1,1,6,2,0,0,0,55,1,0,0,20,1,0,1,0,168,0,6,1,1,6,0,0,10,25,140,7,High
83RLRT-MsvXQJrmIanqVYA,Spokes On Southern,61,47,21,26,43,73,21,18,89,7,21,14,11,11,3,5,20,14,10,65,23,9,7,14,20,8,4,11,14,27,2,7,6,10,29,5,1,7,10,9,6,8,6,5,3,3,6,16,9,8,3,9,37,4,8,4,3,2,8,2,5,8,40,5,8,4,0,0,3,3,0,6,62,3,6,3,21,2,1,1,2,171,1,0,6,63,2,1,9,0,648,0,7,1,4,57,4,0,39,136,649,24,High
FZHcV0dbyDxnddJMecEpeQ,Christina's Pizzeria,4,5,16,10,9,15,3,5,26,4,2,3,0,3,2,2,11,5,2,14,3,0,2,3,4,8,1,1,5,8,2,1,1,2,2,3,2,5,0,2,3,1,8,5,1,5,1,3,1,1,0,3,4,5,3,0,4,1,0,3,2,0,8,0,1,0,1,1,3,0,2,1,9,0,0,1,7,0,1,0,1,78,0,0,1,16,0,0,0,0,129,1,4,2,2,20,1,0,4,21,192,10,High
wxd-aYUwswZKjoIr8t-53w,Pita Kitchen,99,99,90,31,55,163,28,27,202,12,27,22,20,19,5,22,25,31,23,106,30,11,14,17,28,38,11,16,27,40,24,15,13,10,31,20,6,4,6,19,5,29,26,7,12,17,8,18,13,6,6,12,38,13,13,4,7,2,8,6,7,6,48,10,9,8,11,15,8,8,4,18,60,5,10,8,32,9,13,4,9,327,2,1,1,115,8,5,3,12,913,3,27,9,8,90,3,7,39,205,990,63,High
J1uE5HFQWD30Rw897mGhEQ,The Sandwich Shoppe,3,0,8,0,2,4,2,1,8,3,1,2,2,2,0,3,1,1,1,20,4,2,0,8,5,6,1,1,1,5,2,0,0,0,2,2,1,1,1,1,0,1,6,1,1,0,1,2,1,0,1,2,4,3,1,1,0,0,2,1,0,0,6,2,1,0,0,5,0,0,1,0,7,1,0,0,2,1,0,1,0,18,0,0,1,15,1,0,0,0,48,0,3,0,0,5,0,0,2,13,90,4,High
N_n2jyCfpon3NzKERYT02Q,Pizza People Food Truck,34,28,8,12,13,48,10,17,119,7,10,12,0,7,1,8,6,8,6,49,4,9,3,18,3,4,7,5,2,23,4,4,1,2,10,1,2,4,6,6,2,2,4,0,0,2,5,11,3,2,0,13,9,1,9,2,0,2,0,2,5,3,16,7,0,1,3,0,1,2,3,4,19,4,5,3,17,1,0,1,1,158,2,2,2,25,1,1,4,1,370,0,2,2,3,26,3,0,20,77,467,9,High
XmDiFI8SuougNUi02ZCdwA,Five Guys Burgers and Fries,21,33,23,28,14,66,10,9,67,7,9,10,4,9,3,8,8,7,6,39,4,6,3,8,22,14,7,2,4,25,4,5,5,1,19,4,2,5,2,6,3,7,14,3,3,3,5,16,5,7,3,13,8,2,3,5,3,2,0,1,4,8,26,6,2,2,0,8,2,3,6,7,18,0,1,1,10,6,3,2,2,171,8,2,2,35,0,4,2,1,404,0,6,14,2,50,0,1,26,103,488,19,High
qyHsF61vhG1PsWi8PoNAYQ,Planet Sub,7,14,17,20,20,32,9,5,70,6,4,6,6,3,12,4,8,5,7,45,7,9,8,23,11,6,7,5,7,20,4,3,4,3,12,6,8,6,3,9,2,4,6,2,4,4,3,13,6,5,0,6,10,7,2,2,1,0,2,1,2,0,15,5,2,0,2,3,4,3,3,3,17,3,4,0,7,1,1,1,1,133,2,0,4,32,0,0,7,1,355,1,8,3,5,31,3,0,21,71,442,24,High
PwCIMun-O0dB7Kh1NP7n5Q,Einstein Bros Bagels,5,11,8,4,4,21,1,2,19,1,2,2,5,2,1,1,3,6,1,8,8,1,2,8,8,2,1,1,7,8,0,0,0,0,4,0,1,2,0,0,0,0,2,0,0,1,3,4,0,0,1,4,9,0,1,1,0,1,0,1,0,1,2,0,1,0,0,1,0,0,0,0,11,0,0,3,2,0,0,0,0,57,2,0,1,13,0,0,0,0,94,0,0,0,0,12,1,1,8,16,124,5,High
jtzhY-P4H6WSYpv5rWhxtw,Rice Paper,261,186,254,138,174,412,106,105,596,71,66,68,35,62,51,40,92,92,51,350,49,37,59,84,100,228,35,55,48,182,46,49,26,29,140,47,32,41,36,47,27,71,78,15,46,25,33,65,48,37,23,29,128,36,33,15,16,22,19,13,30,28,179,26,16,20,14,22,21,17,39,31,246,13,18,16,118,14,8,10,18,1080,7,3,10,495,6,17,16,10,3714,12,59,60,28,498,18,2,197,769,3974,208,High
