"name","type","city","state",stars,review_count
"Orange Leaf Frozen Yogurt","business","Phoenix","AZ",4.0,32
"McAdams Dental Inc","business","Phoenix","AZ",5.0,51
"Emotions of Light Portraiture","business","Las Vegas","NV",5.0,8
"Country Fresh Farmers Market","business","Henderson","NV",3.5,12
"Country Fresh Farmers Market","business","Henderson","NV",2.5,5
"Radio City Pizzeria","business","Las Vegas","NV",3.0,57
"Gold Touch Jewelry","business","Phoenix","AZ",4.5,15
"Tempe Tavern","business","Tempe","AZ",3.5,50
"JamieY Photography","business","Las Vegas","NV",5.0,4
"Chakra 4 Herb & Tea House","business","Phoenix","AZ",5.0,9
"Yogurtini","business","Glendale","AZ",4.5,37
"Kristin Malone Spa Therapy","business","Henderson","NV",4.5,8
"Holly Jackson Hair Design","business","Las Vegas","NV",5.0,52
"Beauty Performance","business","Phoenix","AZ",3.0,3
"Vinnie The Barber","business","Las Vegas","NV",4.5,4
"El Quijote","business","Edinburgh","EDH",4.5,16
"Art of Merlot","business","Scottsdale","AZ",4.0,29
"U-Swirl","business","Phoenix","AZ",4.0,11
"Palo Verde","business","Carefree","AZ",4.0,8
"Breathe Oxygen Bar","business","Las Vegas","NV",3.5,8
"Children's Treasures","business","Chandler","AZ",4.0,3
"Carl's Jr","business","Las Vegas","NV",3.5,5
"Skincare By Deb","business","Las Vegas","NV",4.5,10
"Bronco Cleaners","business","Las Vegas","NV",3.5,3
"Water & Ice","business","Laveen","AZ",4.5,6
"Pet Club","business","Phoenix","AZ",4.5,4
"Willy's Bar","business","Glendale","AZ",4.0,6
"The Orchard","business","Mesa","AZ",4.0,13
"Thai Basil","business","Phoenix","AZ",3.5,50
"Craig Weinstein MD","business","Gilbert","AZ",2.5,3
"Yes Sushi","business","Edinburgh","EDH",3.5,20
"La Dolce Pesca","business","Scottsdale","AZ",4.0,9
"The Sett","business","Madison","WI",4.0,7
"Ginger Root","business","Madison","WI",2.5,7
"Kids That Rip Skatepark & Sports Center","business","Mesa","AZ",4.5,7
"Subway","business","Las Vegas","NV",2.0,6
"Oregano's Pizza Bistro","business","Phoenix","AZ",3.5,123
"The Birthday Suit","business","Las Vegas","NV",4.5,231
"Filiberto's","business","Scottsdale","AZ",3.0,44
"Culver's","business","Glendale","AZ",3.5,20
"Crazy Daisies","business","Las Vegas","NV",5.0,5
"Grimaldi's Pizzeria ","business","Chandler","AZ",3.5,74
"Core Studios","business","Las Vegas","NV",4.5,12
"Rock Taco Cantina","business","Chandler","AZ",2.5,30
"Belville Concrete","business","Phoenix","AZ",4.0,7
"FroYona Yogurt","business","Chandler","AZ",4.0,10
"Mediterranean Market","business","Las Vegas","NV",3.0,3
"European Wax Center","business","Tempe","AZ",3.5,35
"Black Mountain Orthopaedics","business","Henderson","NV",3.5,7
"Tacos El Gordo","business","Las Vegas","NV",4.5,1035
"The Harp","business","Mesa","AZ",3.0,99
"Cactus Valley Pool Supply","business","Phoenix","AZ",2.5,3
"Chop Chop Leith","business","Edinburgh","EDH",4.0,21
"Morrisons Supermarket","business","Edinburgh","EDH",3.5,4
"Yellow Lunch Box","business","Las Vegas","NV",3.5,6
"European Wax Center","business","Chandler","AZ",4.0,16
"New King Wah Chinese Buffet","business","Phoenix","AZ",3.0,5
"P3 Studio","business","Las Vegas","NV",4.0,5
"Cino's","business","Henderson","NV",3.5,25
"Canyon Falls Spa and Salon","business","Las Vegas","NV",4.0,33
"Lynden Cleaners","business","Las Vegas","NV",3.0,3
"Carluccio's","business","Summerlin South","NV",2.5,3
"Maricopa County Animal Care & Control","business","Phoenix","AZ",3.0,9
"El Burrito Loco","business","Madison","WI",4.5,3
"Ahwatukee Community Swim & Tennis Center","business","Phoenix","AZ",4.5,3
"Nellis Afb Library","business","Las Vegas","NV",5.0,4
"Savile Row","business","Las Vegas","NV",4.5,5
"Cafe Plum","business","Edinburgh","EDH",4.0,3
"Highland Cooling","business","Las Vegas","NV",5.0,3
"Kunchorn Thai Restaurant","business","Las Vegas","NV",4.5,7
"Karen's Kreamery Café","business","El Mirage","AZ",5.0,3
"Francisco's Mexican Cantina","business","Madison","WI",4.0,35
"Blackbird Studios","business","Las Vegas","NV",5.0,4
"VA-Northwest Clinic","business","Las Vegas","NV",4.5,3
"Great Vegas Festival of Beer","business","Las Vegas","NV",3.5,24
"Kit Kat Rescue","business","Chandler","AZ",1.5,3
"Black Fig Coffee & Bistro","business","Scottsdale","AZ",3.0,9
"Sam's Ice Cream","business","Las Vegas","NV",4.5,7
"Surco Peruvian Food","business","Madison","WI",5.0,8
"Kwik-E Mart","business","Las Vegas","NV",3.0,7
"Align Chiropractic","business","Las Vegas","NV",4.5,26
"Swarovski","business","Las Vegas","NV",3.5,3
"Zoës Kitchen","business","Scottsdale","AZ",4.0,93
"Rose Cosmetic & Family Dentistry","business","Las Vegas","NV",5.0,4
"Expressions Boutique","business","Phoenix","AZ",5.0,5
"Edinburgh Bus Station","business","Edinburgh","EDH",3.5,4
"Aldo","business","Las Vegas","NV",4.0,5
"Jasper and Josephine","business","Glendale","AZ",5.0,3
"Hello Gorgeous Salon","business","Henderson","NV",3.5,5
"Silver State Smiles","business","Las Vegas","NV",5.0,28
"Tommy V's Urban Kitchen & Bar","business","Scottsdale","AZ",4.5,240
"Global Bike Shop","business","Chandler","AZ",4.5,16
"The Big Red Wagon","business","Phoenix","AZ",4.0,4
"Zen Medicinals","business","Scottsdale","AZ",5.0,6
"Foodslingers","business","Henderson","NV",4.5,5
"Vegas CheeseSteaks","business","Las Vegas","NV",3.5,6
"Prince Restaurant","business","Las Vegas","NV",3.5,5
"Lo-Fi Coffee","business","Mesa","AZ",4.0,28
"Action Fast Lube","business","Mesa","AZ",5.0,4
"Fat Ass Burger","business","Phoenix","AZ",2.0,7
"Arizona Pop Culture Experience","business","Phoenix","AZ",4.0,4
"Phoenix Music Lessons","business","Phoenix","AZ",4.5,9
"Brownie's Ice Cream & Espresso","business","Casa Grande","AZ",4.5,12
"Jeniza Nails and Spa","business","Tempe","AZ",4.5,38
"Anthony's Prime Steak and Seafood","business","Henderson","NV",4.5,97
"Lei Day Aloha Festival","business","Las Vegas","NV",4.5,3
"Vegas Brews Cruise","business","Henderson","NV",3.5,3
"Nail Time & Spa Tempe","business","Tempe","AZ",3.0,33
"Dunkin Donuts","business","Surprise","AZ",3.0,13
"Best Dam BBQ Festival","business","Boulder City","NV",3.5,4
"My Thai","business","Waterloo","ON",4.0,17
"Plumberry Skincare","business","Glendale","AZ",5.0,3
"Equipped Solutions","business","Glendale","AZ",5.0,5
"Capriotti's","business","Madison","WI",3.5,5
"Paradise Valley Burger Company","business","Phoenix","AZ",4.5,254
"Chrysty Clarkson Photography","business","Phoenix","AZ",5.0,6
"Ho-Chunk Gaming Madison","business","Madison","WI",1.5,5
"Hay Sushi","business","Edinburgh","EDH",3.5,13
"Moataz Karawi DDS","business","Scottsdale","AZ",5.0,8
"The Cosmopolitan Boulevard Pool","business","Las Vegas","NV",3.5,88
"Bogarts Bone Appetit","business","Las Vegas","NV",4.0,12
"The White Lady","business","Edinburgh","EDH",3.5,9
"Electric Daisy Carnival","business","Clark County","NV",4.0,113
"Big Paul's BBQ","business","Las Vegas","NV",3.0,51
"ADEQ Vehicle Emissions Station","business","Chandler","AZ",4.0,6
"Death's Door Spirits","business","Middleton","WI",4.5,3
"Tony's Mexican Food","business","Las Vegas","NV",4.0,5
"Ultimate Body Boot Camp","business","Scottsdale","AZ",5.0,14
"Aldo's Cafe","business","Madison","WI",3.5,14
"ShinBay","business","Scottsdale","AZ",4.5,108
"Filiberto's","business","Peoria","AZ",2.0,9
"Muvit","business","Phoenix","AZ",3.5,3
"Dana Winn Trims","business","Scottsdale","AZ",5.0,12
"Phoenix Glow","business","Phoenix","AZ",5.0,29
"IMR Massage","business","Las Vegas","NV",5.0,25
"VW Team with PropertyAZ","business","Phoenix","AZ",5.0,8
"El Super","business","Las Vegas","NV",3.5,8
"World Famous Tuscany Pizza","business","Las Vegas","NV",1.5,6
"Urban WarFit CrossFit","business","Scottsdale","AZ",5.0,18
"Oakville Grocery","business","Phoenix","AZ",4.0,15
"Yogurt Garden","business","Phoenix","AZ",4.5,5
"Whitney Ranch Recreational Center","business","Henderson","NV",4.5,12
"Bug & Weed Mart","business","Phoenix","AZ",4.0,3
"Stacy's Smokehouse BBQ","business","Scottsdale","AZ",3.5,21
"Pro Fitness","business","Tempe","AZ",4.5,4
"Lunch Lounge","business","Phoenix","AZ",4.0,15
"LV Nails By Christine","business","Las Vegas","NV",3.5,10
"Isthmus Tutoring","business","Madison","WI",5.0,3
"Apex Tint","business","Chandler","AZ",3.5,22
"Phuong Dong","business","Phoenix","AZ",4.0,33
"7th Street Smoke Shop","business","Phoenix","AZ",4.5,3
"Summerlin Optometric Eye Care","business","Las Vegas","NV",5.0,7
"Chipotle Mexican Grill","business","Phoenix","AZ",3.0,21
"Ace Hardware","business","Las Vegas","NV",3.5,7
"5 RCha Thai","business","Tempe","AZ",4.5,11
"GO Outdoors","business","Edinburgh","EDH",3.0,5
"Unique Auto Depot","business","Scottsdale","AZ",3.0,5
"Evergreen Pest Control","business","Peoria","AZ",3.5,14
"Pita Heaven","business","Chandler","AZ",3.5,54
"Vaqueros Carne Asada","business","Tempe","AZ",2.5,12
"Coal Burger","business","Chandler","AZ",3.0,47
"Grand Canyon Refrigeration","business","Peoria","AZ",4.5,7
"LA Boxing","business","Las Vegas","NV",4.0,11
"Don Tortaco Mexican Grill","business","Las Vegas","NV",3.5,31
"Kabuto Kennel","business","Mesa","AZ",1.0,3
"Horton Electric","business","Tempe","AZ",4.0,3
"Ventola Photography","business","Phoenix","AZ",5.0,5
"PrimeSpec Consulting LLC","business","Gilbert","AZ",5.0,19
"pH Balanced Pool Service","business","Mesa","AZ",5.0,4
"Envy Nails","business","Madison","WI",4.0,16
"Cuco's Mexican Restaurant","business","Verona","WI",3.0,29
"Russo's Pizza Kitchen","business","Las Vegas","NV",4.0,57
"China Gourmet","business","Las Vegas","NV",4.0,23
"Las Vegas Baby Equipment Rentals","business","N Las Vegas","NV",4.0,3
"Catalyst","business","Madison","WI",5.0,5
"Beijing Noodle Cafe","business","Las Vegas","NV",4.0,179
"Lotions and Potions Phoenix - Metro Center","business","Phoenix","AZ",4.0,8
"Fatburger","business","Pheonix","AZ",3.0,4
"Burger King","business","Las Vegas","NV",2.5,14
"South Beach Marketplace","business","Las Vegas","NV",2.5,3
"Roman's Gardening","business","Las Vegas","NV",3.5,6
"Rafael's Restaurant","business","Edinburgh","EDH",4.5,4
"Bowties Tuxedo Rental","business","Las Vegas","NV",4.5,40
"salon 1219","business","Phoenix","AZ",4.5,11
"Gemtime Watch & Jewelry Service Center","business","Scottsdale","AZ",5.0,30
"Christian Louboutin","business","Las Vegas","NV",3.0,33
"Devil's Pizza Factory","business","Tempe","AZ",2.5,19
"Humble Pie","business","Phoenix","AZ",3.5,146
"Taco Migo","business","Tempe","AZ",3.0,17
"Dunkin' Donuts","business","Las Vegas","NV",3.0,18
"The Dancing Dandelion Flower Shop","business","Las Vegas","NV",5.0,28
"Windy City Beefs 'N Dogs II","business","Las Vegas","NV",3.5,9
"Thai'd Up","business","Phoenix","AZ",3.5,68
"BeStitched Needlepoint Store","business","Scottsdale","AZ",2.5,3
"Illusions By Jan Rouven","business","Las Vegas","NV",4.0,79
"Christian Dior","business","Las Vegas","NV",4.5,5
"Sans Pain Clinic","business","Las Vegas","NV",4.0,5
"Yocoko Noodle Bar","business","Edinburgh","EDH",3.0,22
"Perc Up Coffee Cafe","business","Phoenix","AZ",4.0,13
"Brows & Waxing With Laura","business","Scottsdale","AZ",5.0,38
"The Habit Burger Grill","business","Chandler","AZ",3.5,97
"Phoenix Christian","business","Phoenix","AZ",4.0,4
"V's Barbershop","business","Scottsdale","AZ",4.0,6
"Xiomara Moses","business","Henderson","NV",5.0,3
"Pronto Mexican Food","business","Glendale","AZ",3.5,7
"BaBa's Chinese Kitchen","business","Las Vegas","NV",3.0,10
"Trading Labels","business","Las Vegas","NV",4.5,11
"Napoli Pizza","business","Las Vegas","NV",3.5,18
"Tilted Kilt Pub & Eatery","business","Phoenix","AZ",3.0,150
"America's Taco Shop","business","Tempe","AZ",3.0,14
"Popped Gourmet Popcorn Spot","business","Las Vegas","NV",4.5,144
"Jos. A. Bank Clothiers Inc.","business","Mesa","AZ",2.5,3
"Taqueria El Buen Pastor","business","Las Vegas","NV",4.5,28
"Red Mango","business","Las Vegas","NV",4.5,3
"Southeast Regional Library","business","Gilbert","AZ",4.5,13
"Global Home","business","Phoenix","AZ",4.5,3
"Critter Caretakers Pet Sitting","business","Mesa","AZ",5.0,7
"Healing Touch Body Works","business","Phoenix","AZ",3.0,20
"Dairy Queen","business","Las Vegas","NV",3.5,4
"City Athletic Club","business","Las Vegas","NV",4.0,49
"The Royale","business","Mesa","AZ",4.5,19
"Fletchers Tire and Auto","business","Phoenix","AZ",2.5,3
"CrossFit 480","business","Scottsdale","AZ",4.5,14
"Yogurt Kingdom","business","Mesa","AZ",2.5,11
"Jammin Jerk Hut","business","Las Vegas","NV",3.0,22
"Skin Care and Waxing By Cathy","business","Henderson","NV",5.0,18
"Suncoast Showroom","business","Las Vegas","NV",3.5,7
"Big J Plumbing","business","Scottsdale","AZ",5.0,8
"AWG Ambassador","business","Las Vegas","NV",2.5,18
"Safari Kids","business","Scottsdale","AZ",5.0,5
"Naked Pizza","business","Goodyear","AZ",4.0,17
"Good Times VIP","business","Las Vegas","NV",5.0,22
"Lorenzi Park","business","Las Vegas","NV",4.0,7
"Cruisin 4 Yogurt","business","Surprise","AZ",4.0,17
"DumplingHaus","business","Madison","WI",3.5,85
"Sumita Beauty","business","Las Vegas","NV",4.0,11
"The Honours","business","Edinburgh","EDH",4.5,14
"Rubber Flooring","business","Chandler","AZ",2.0,4
"Pebble Park","business","Henderson","NV",4.0,5
"Esther's Jamaican Food","business","Glendale","AZ",4.0,13
"Pet Club","business","Glendale","AZ",4.0,9
"Iglesia Ni Cristo","business","Las Vegas","NV",5.0,4
"Lush Hair and Nails","business","Chandler","AZ",4.5,3
"Art Fair On the Square","business","Madison","WI",3.5,6
"AllAZ Air & Heating LLC","business","Queen Creek","AZ",3.0,4
"Spic 'N' Span","business","Las Vegas","NV",2.5,8
"La Taqueria Hispana","business","Madison","WI",5.0,11
"China Garden","business","Henderson","NV",3.0,24
"Eyebrow Envy","business","Las Vegas","NV",4.0,36
"Day One Pizza","business","Sun Prairie","WI",3.5,6
"Chilly Willy's Handyman","business","Las Vegas","NV",1.5,7
"Brass Monkey Leith","business","Edinburgh","EDH",4.0,26
"Strada","business","Edinburgh","EDH",3.0,9
"CrossFit Forbidden","business","Scottsdale","AZ",4.5,9
"Kidz Kidz Kidz Preschool and Education Center","business","Henderson","NV",2.5,3
"Veritas","business","Henderson","NV",2.0,7
"Unlv School of Dental Medicine","business","Las Vegas","NV",2.0,6
"Steelz","business","Henderson","NV",4.0,11
"Chipotle Mexican Grill","business","Scottsdale","AZ",4.0,23
"Perfect Bride Alterations & Couture","business","Phoenix","AZ",5.0,47
"Harmony Salon and Spa","business","Las Vegas","NV",4.5,36
"WHISKI Rooms","business","Edinburgh","EDH",3.5,18
"Pure Gym Edinburgh Ocean Terminal","business","Edinburgh","EDH",3.5,6
"Bryan Hamby - HomeSmart","business","Scottsdale","AZ",5.0,5
"Pursuit Pest Control","business","Las Vegas","NV",5.0,4
"Guinness Store","business","Las Vegas","NV",3.5,5
"Berits & Brown Leith Walk","business","Edinburgh","EDH",4.5,3
"Wild Knight","business","Scottsdale","AZ",2.5,35
"US Post Office","business","Las Vegas","NV",2.0,13
"Best Western Plus","business","Las Vegas","NV",3.5,9
"Country Boys Restaurant","business","Phoenix","AZ",3.5,30
"Floating Lotus Yoga Studio","business","Mesa","AZ",4.5,28
"Five Guys Burgers and Fries","business","Phoenix","AZ",3.5,43
"Molly Maid","business","Phoenix","AZ",3.5,12
"Stingray Sushi","business","Scottsdale","AZ",3.5,111
"FEED","business","Las Vegas","NV",4.0,5
"Flip!","business","Edinburgh","EDH",4.5,6
"Siems LASIK and Eye Center","business","Las Vegas","NV",3.5,12
"Motor Vehicle Division","business","Chandler","AZ",3.0,14
"Bakery Magic","business","Las Vegas","NV",3.0,14
"AM PM Plumbing","business","Gilbert","AZ",2.0,9
"East Valley Krav Maga","business","Tempe","AZ",5.0,10
"Sur La Table","business","Las Vegas","NV",4.0,15
"The Lounge","business","Las Vegas","NV",3.5,8
"Na Na Thai Kitchen","business","Las Vegas","NV",4.5,3
"Jimmy John's","business","Henderson","NV",3.5,30
"Classy Cuts Grooming & More","business","Las Vegas","NV",2.5,5
"The French Fancies","business","Edinburgh","EDH",4.5,5
"Mandarin Buffet","business","Scottsdale","AZ",2.5,12
"Yogis Grill","business","Chandler","AZ",2.5,13
"Pet Planet","business","Scottsdale","AZ",5.0,5
"Monk's Bar & Grill","business","Middleton","WI",3.5,29
"Triple T's Moped Rentals","business","Las Vegas","NV",3.5,3
"Go Wild Sushi & Grill","business","Las Vegas","NV",4.0,53
"The Barbershop A Hair Salon for Men","business","Madison","WI",4.0,27
"BJ's Restaurant & Brewhouse","business","Las Vegas","NV",3.5,153
"Madison B Cycle","business","Madison","WI",4.5,6
"Frost Gelato","business","Gilbert","AZ",4.5,164
"Varsity Termite and Pest Control","business","Mesa","AZ",5.0,7
"The Great Taste of Chicago","business","Gilbert","AZ",3.5,23
"Rice Garden","business","Chandler","AZ",3.5,4
"Carpet Chris Carpet Repair","business","Phoenix","AZ",5.0,19
"Clark County Credit Union","business","Las Vegas","NV",4.0,5
"Thrive!","business","Gilbert","AZ",4.0,67
"Elite Mobile Auto Detailing","business","Mesa","AZ",3.5,5
"Domino's Pizza","business","Las Vegas","NV",2.0,10
"Coco on Broughton","business","Edinburgh","EDH",4.5,8
"Castle Terrace","business","Edinburgh","EDH",4.5,13
"Pony Express Cleaners","business","Scottsdale","AZ",4.5,8
"7-Eleven","business","Henderson","NV",2.5,3
"Emmet Air Conditioning & Heating","business","Phoenix","AZ",2.0,4
"Baja California Restaurant & Cantina","business","Las Vegas","NV",3.5,29
"Capriotti's","business","Las Vegas","NV",3.0,4
"Infinity HD","business","Phoenix","AZ",4.0,4
"Mika's Greek","business","Scottsdale","AZ",4.5,42
"Entourage Nail Salon","business","Glendale","AZ",4.0,6
"Icewine Tasting with Famed Vintner Donald Ziraldo","business","Las Vegas","NV",5.0,4
"Tesco Superstore","business","Juniper Green","EDH",3.5,3
"Havana Electrical and Plumbing","business","Phoenix","AZ",5.0,3
"Five Guys Burgers and Fries","business","Las Vegas","NV",3.5,161
"Maricopa Obstetrics and Gynecology Associates","business","Phoenix","AZ",5.0,5
"Bank of America","business","Phoenix","AZ",1.5,4
"The Suburban Pantry","business","Edinburgh","EDH",4.0,3
"Happy Endings In-Home Pet Euthanasia","business","Phoenix","AZ",5.0,18
"Jasper Contractors","business","Phoenix","AZ",2.5,3
"Pizza Re","business","Scottsdale","AZ",3.5,88
"Courtesy Dental","business","Las Vegas","NV",3.0,4
"Gecko Glass","business","Chandler","AZ",3.5,3
"The Bull Market - Butcher Shop","business","Scottsdale","AZ",5.0,29
"AZ Best Tire and Auto","business","Mesa","AZ",4.0,6
"Happy Jack's","business","Phoenix","AZ",5.0,4
"El Chiltepin Mexican Food","business","Phoenix","AZ",4.5,10
"Scott Shore Photography","business","Scottsdale","AZ",5.0,4
"Body Fit","business","Las Vegas","NV",5.0,5
"Lotus Bar & Grill","business","Scottsdale","AZ",4.0,16
"All Team Auto Repair and Collision","business","Las Vegas","NV",4.5,16
"Salvatore Ferragamo","business","Las Vegas","NV",5.0,3
"Stars Dental","business","Las Vegas","NV",4.0,5
"AJ Bombers","business","Madison","WI",3.0,49
"Hair We R Barber Shop","business","Las Vegas","NV",5.0,3
"The PITT","business","Chandler","AZ",4.5,7
"Hair Nirvana","business","Scottsdale","AZ",5.0,6
"Brian Flatley - Keller Williams","business","Phoenix","AZ",3.0,4
"US Bank","business","Las Vegas","NV",3.5,3
"Subway","business","Las Vegas","NV",1.5,6
"HellPop!","business","Las Vegas","NV",4.5,3
"Pavilion Center Pool","business","Las Vegas","NV",3.5,3
"Cold Stone Creamery","business","Phoenix","AZ",3.0,5
"Paradise Spa","business","Las Vegas","NV",4.5,3
"Tapa","business","Edinburgh","EDH",4.5,9
"Shell","business","Peoria","AZ",2.5,5
"Ravella Hotel Firenze Lounge","business","Henderson","NV",4.0,5
"Firestone Complete Auto Care","business","Glendale","AZ",3.0,3
"Water Wings Swim School","business","Las Vegas","NV",4.0,9
"Ed Fountain Park","business","Las Vegas","NV",3.5,6
"DJ Harry O / Vegas City DJs","business","Las Vegas","NV",5.0,5
"Identity Fashion Boutique","business","Las Vegas","NV",3.5,3
"Taquitos Jalisco","business","Mesa","AZ",4.5,69
"Port of Siam","business","Edinburgh","EDH",5.0,9
"La Lingerie","business","Madison","WI",5.0,7
"Us Post Office","business","Henderson","NV",2.0,16
"Massage Haven","business","Scottsdale","AZ",3.5,18
"Fabulous Nails & Spa","business","Madison","WI",3.5,8
"America's Best Contacts & Eyeglasses","business","Phoenix","AZ",2.0,6
"America's Best Contacts & Eyeglasses","business","Glendale","AZ",2.5,6
"Maduro's Fine Cigars and Tobacco","business","Chandler","AZ",3.5,3
"Jimmy's NYC Pizzeria","business","Las Vegas","NV",3.5,9
"Planet Hugger","business","Tempe","AZ",3.0,15
"The Gym At Mandalay Bay","business","Las Vegas","NV",4.5,4
"US Post Office - Meadow Mesa","business","North Las Vegas","NV",3.0,12
"Phoenix Community Acupuncture","business","Phoenix","AZ",5.0,34
"Djanel Spa","business","Las Vegas","NV",4.5,17
"Design Benefits","business","Mesa","AZ",2.5,3
"Suncoast Dental","business","Surprise","AZ",2.5,3
"Abundant Health Chiropractic","business","Chandler","AZ",2.5,4
"Garden Terrace Bistro","business","Waunakee","WI",3.0,3
"Du Or Dye Salon","business","Scottsdale","AZ",4.5,7
"The coffee","business","Las Vegas","NV",3.0,3
"Hyde Out","business","Edinburgh","EDH",3.0,7
"Jay Pages Jiu-Jitsu & MMA","business","Chandler","AZ",5.0,5
"Jazzercise of Fountain Hills","business","Fountain Hills","AZ",5.0,4
"Plato's Closet Henderson","business","Henderson","NV",2.5,41
"Crescent Ballroom","business","Phoenix","AZ",4.5,247
"Avis Rent A Car","business","Las Vegas","NV",4.5,3
"Tanjore","business","Edinburgh","EDH",4.0,18
"Axxio Pizza","business","Tempe","AZ",2.5,15
"1st Response Mobile Repair","business","Las Vegas","NV",5.0,5
"Yogurtland","business","Las Vegas","NV",4.5,45
"Yogurtology","business","Scottsdale","AZ",4.0,25
"Mark Greenaway","business","Edinburgh","EDH",4.5,39
"Terrace Restaurant","business","San Tan Valley","AZ",4.0,6
"Papa Murphy's Take 'n' Bake Pizza","business","Henderson","NV",4.0,12
"Lunar Golf","business","Phoenix","AZ",3.0,3
"The Villages at Metro","business","Phoenix","AZ",1.5,6
"Phoenix Mountain Animal Hospital","business","Phoenix","AZ",5.0,29
"Good Doggy","business","Phoenix","AZ",5.0,8
"Aliberto's","business","Mesa","AZ",3.0,5
"Friomio","business","Scottsdale","AZ",3.5,7
"Williams Fresh Cafe","business","Waterloo","ON",3.5,20
"Prestige Pet Salon","business","Chandler","AZ",4.5,22
"Olive Gourmet","business","Peoria","AZ",4.0,9
"Crolla's","business","Edinburgh","EDH",4.5,3
"Pro Nails by Julie","business","Scottsdale","AZ",4.0,67
"By The Inch Pizza Caffe","business","Las Vegas","NV",3.5,11
"Super 8 Goodyear/Phoenix","business","Goodyear","AZ",3.0,3
"Botanas La Michoacana","business","Las Vegas","NV",4.0,20
"Cici's Pizza","business","Las Vegas","NV",3.0,8
"The AC Guys","business","Las Vegas","NV",5.0,12
"Penzey's Spices","business","Phoenix","AZ",4.5,19
"Ocean Blue Frozen Yogurt","business","Chandler","AZ",4.0,5
"Shapes Brow Bar","business","Glendale","AZ",3.0,6
"V Nails & Spa","business","Tolleson","AZ",4.5,18
"Prism CPR Training Center","business","Las Vegas","NV",5.0,13
"Crown Sedan","business","Scottsdale","AZ",5.0,3
"Bronzeology: the Art of Custom Airbrush Tanning","business","Scottsdale","AZ",5.0,22
"Great Skin Rules","business","Scottsdale","AZ",5.0,10
"ICU Security Group","business","Scottsdale","AZ",4.0,3
"Yin Yang Self Serve Frozen Yogurt","business","Phoenix","AZ",4.5,10
"Drury Inn and Suites Phoenix Airport","business","Phoenix","AZ",4.5,16
"Woolf Eye Center","business","Gilbert","AZ",2.0,4
"New Horizons Med Spa","business","Chandler","AZ",4.5,3
"El Cazador","business","North Las Vegas","NV",4.5,4
"Harrahs Phoenix Ak-Chin","business","Maricopa","AZ",3.0,23
"Westcliff Airport Express","business","Las Vegas","NV",4.5,20
"Sainsburys","business","Edinburgh","EDH",2.5,5
"Safe Auto Care","business","Las Vegas","NV",3.5,12
"AFC/Doctors Express Urgent Care","business","Phoenix","AZ",3.5,24
"Why Knot Massage","business","Middleton","WI",4.0,5
"Hague Quality Water","business","Las Vegas","NV",5.0,4
"Get N Go","business","Henderson","NV",4.0,4
"Citi Trends","business","Las Vegas","NV",4.5,3
"Razzleberriez Yogurt","business","Glendale","AZ",4.0,13
"All City Refrigeration","business","Las Vegas","NV",3.5,3
"All City Refrigeration","business","Henderson","NV",3.5,3
"Bangkok 9","business","Las Vegas","NV",2.5,13
"Xclusive Ultra Lounge and Cafe","business","Las Vegas","NV",5.0,3
"Titan Home Improvements","business","Gilbert","AZ",5.0,4
"Airband Communications","business","Las Vegas","NV",1.0,3
"Mighty Mikes","business","Phoenix","AZ",2.0,4
"Francis & Sons Car Wash","business","Mesa","AZ",3.0,15
"Green Table Gifts","business","Tempe","AZ",5.0,4
"Affordable Pet Doors","business","Gilbert","AZ",5.0,14
"CopperStar Security","business","Glendale","AZ",2.5,5
"Sprinkler Doctors","business","Gilbert","AZ",4.5,21
"Papii","business","Edinburgh","EDH",4.0,7
"Great Bao","business","Las Vegas","NV",4.5,115
"East Valley Dermatology Center","business","Chandler","AZ",4.0,18
"Plaza Bonita","business","Phoenix","AZ",3.5,55
"CarLife","business","Glendale","AZ",3.0,8
"Jimmy John's","business","Scottsdale","AZ",3.0,19
"Cravin' Cajun","business","Las Vegas","NV",3.5,109
"Youfit","business","Phoenix","AZ",2.5,50
"Ventura Market","business","Scottsdale","AZ",4.5,6
"Pussy Cat Dolls Lounge","business","Las Vegas","NV",3.0,4
"The Pool Steward","business","Phoenix","AZ",4.5,21
"Anacapa Restaurant","business","Sun City West","AZ",4.0,13
"Southwest Custom Firearms","business","Phoenix","AZ",4.0,7
"SwapSmart","business","Chandler","AZ",3.5,3
"Allyson ButlerGreat Expectations Midwifery Care LLC","business","Las Vegas","NV",5.0,5
"Arizona Rapid Maintenance Services","business","Glendale","AZ",4.5,7
"Country Kitchen","business","Las Vegas","NV",3.5,4
"Pick Your Poison Bake Shop","business","Las Vegas","NV",4.5,30
"The Naked Spoon","business","Las Vegas","NV",3.5,7
"Mr. Willy's Chicken & Fish","business","North Las Vegas","NV",4.0,10
"Yogurt Mart","business","Phoenix","AZ",2.0,8
"Joey Allen Photo","business","Henderson","NV",5.0,7
"International House of Pancakes","business","Mesa","AZ",3.0,19
"Rod Works","business","Gilbert","AZ",4.5,9
"Ncounter","business","Tempe","AZ",4.0,309
"Green Valley Tint & Graphics","business","Henderson","NV",4.0,14
"Raul's Original","business","Avondale","AZ",3.5,3
"Toy Shack","business","Las Vegas","NV",3.5,59
"Nutrition Rush","business","Las Vegas","NV",3.0,4
"Last Drop at the Hermosa","business","Paradise Valley","AZ",4.0,8
"Slade Grove Creative Gourmet","business","Phoenix","AZ",2.5,12
